14.5,2014-02-08 18:32:08 UTC,-74.009804,40.704949,-73.998803,40.745482,2,0
20.1,2012-06-21 09:25:06 UTC,-73.97834,40.766733,-74.016883,40.704938,4,1
9.0,2015-03-22 21:38:20 UTC,-73.98020935058594,40.775489807128906,-73.9671401977539,40.803489685058594,6,2
5.5,2013-05-18 21:51:49 UTC,-73.944164,40.775986,-73.956089,40.775978,3,3
10.5,2015-06-21 22:08:31 UTC,-73.98699951171875,40.7569694519043,-74.00695037841797,40.718299865722656,1,4
10.0,2013-11-19 19:07:12 UTC,-73.957135,40.770258,-73.972578,40.74635,1,5
4.1,2010-12-21 11:24:35 UTC,-73.989668,40.756958,-73.987693,40.751266,1,6
4.5,2009-12-07 20:49:00 UTC,-73.991465,40.730228,-73.981338,40.724937,1,7
9.3,2011-12-03 10:28:00 UTC,-73.98504,40.721887,-74.00388,40.738175,1,8
7.7,2010-04-29 12:28:00 UTC,-73.966155,40.761642,-73.955942,40.78205,1,9
4.5,2013-03-07 17:27:13 UTC,-73.981059,40.780938,-73.976142,40.776154,1,10
15.0,2013-08-05 15:32:15 UTC,-73.977357,40.779971,-73.992657,40.743159,2,11
5.0,2015-01-22 10:46:10 UTC,-73.98815155029297,40.749351501464844,-73.97982025146484,40.7512321472168,1,12
18.5,2014-05-20 23:09:00 UTC,-73.988645,40.722532,-73.995722,40.666452,1,13
34.1,2011-03-19 03:32:00 UTC,-74.008047,40.74017,-73.941852,40.605517,1,14
5.0,2014-05-20 23:09:00 UTC,-73.973285,40.752987,-73.974902,40.76358,2,15
5.7,2009-12-07 20:49:00 UTC,-73.989015,40.742267,-74.000525,40.728907,1,16
10.5,2012-06-06 23:14:41 UTC,-73.966598,40.757302,-74.007982,40.739405,1,17
5.3,2011-03-19 03:32:00 UTC,-74.000355,40.733047,-74.008757,40.71619,1,18
11.7,2009-12-07 20:49:00 UTC,-74.00774,40.715732,-73.99432,40.761173,1,19
15.5,2013-01-04 12:36:41 UTC,-73.975318,40.755653,-73.964755,40.791438,1,20
12.5,2013-05-22 16:17:41 UTC,-73.982674,40.74816,-73.95337,40.788342,1,21
7.7,2009-09-28 17:47:22 UTC,-73.963843,40.773716,-73.943664,40.776685,4,22
9.3,2010-04-29 12:28:00 UTC,-74.012122,40.648523,-74.00727,40.649622,1,23
11.3,2011-05-09 17:55:29 UTC,-74.011756,40.702714,-73.974679,40.738562,2,24
8.0,2012-11-02 22:46:04 UTC,-73.988121,40.731873,-73.9934,40.7526,2,25
14.0,2014-10-02 08:36:19 UTC,-73.9582,40.78075,-73.967021,40.76394,1,26
8.1,2011-05-18 16:05:46 UTC,-73.994357,40.756058,-73.97925,40.741301,1,27
4.1,2011-07-17 18:50:45 UTC,-73.950587,40.779794,-73.94487,40.778893,3,28
6.1,2010-06-10 22:21:05 UTC,-74.012288,40.739696,-73.996381,40.732927,1,29
4.1,2012-03-04 00:57:00 UTC,-73.980512,40.742453,-73.976783,40.751868,1,30
4.9,2012-02-23 14:24:07 UTC,-73.973046,40.755643,-73.981816,40.756428,1,31
